doi_pref,name,coci_open,crossref_close,crossref_visibility,tot_dois,deposits_flag
"10.23953","nn",111,9,nn,nn,nn
"10.23954","nn",3,0,nn,nn,nn
"10.23955","nn",3,0,nn,nn,nn
"10.23956","nn",25,0,nn,nn,nn
"10.23958","nn",0,0,nn,nn,nn
"10.23959","nn",1,0,nn,nn,nn
"10.23960","nn",3,0,nn,nn,nn
"10.23961","nn",0,2,nn,nn,nn
"10.23962","nn",1,1,nn,nn,nn
"10.23963","nn",0,0,nn,nn,nn
"10.23964","nn",1,0,nn,nn,nn
"10.23965","nn",12,1,nn,nn,nn
"10.23967","nn",1,1,nn,nn,nn
"10.23968","nn",4,0,nn,nn,nn
"10.23969","nn",0,0,nn,nn,nn
"10.23970","nn",53,7,nn,nn,nn
"10.23971","nn",0,0,nn,nn,nn
"10.23972","nn",6,1,nn,nn,nn
"10.23973","nn",0,0,nn,nn,nn
"10.23974","nn",1,0,nn,nn,nn
"10.23975","nn",0,0,nn,nn,nn
"10.23976","nn",2,1,nn,nn,nn
"10.23977","nn",4,0,nn,nn,nn
"10.23978","nn",0,0,nn,nn,nn
"10.23979","nn",5,0,nn,nn,nn
"10.23980","nn",0,0,nn,nn,nn
"10.23982","nn",0,1,nn,nn,nn
"10.23983","nn",6,0,nn,nn,nn
"10.23984","nn",0,0,nn,nn,nn
"10.23985","nn",0,0,nn,nn,nn
"10.23986","nn",69,47,nn,nn,nn
"10.17226","nn",3072,398,nn,nn,nn
"10.17227","nn",74,5,nn,nn,nn
"10.5741","nn",2347,780,nn,nn,nn
"10.5742","nn",98,23,nn,nn,nn
"10.5743","nn",392,-2,nn,nn,nn
"10.5744","nn",1730,21,nn,nn,nn
"10.5746","nn",99,14,nn,nn,nn
"10.5747","nn",138,-27,nn,nn,nn
"10.5415","nn",1283,374,nn,nn,nn
"10.5416","nn",63,4,nn,nn,nn
"10.5418","nn",89,-59,nn,nn,nn
"10.5419","nn",184,-22,nn,nn,nn
"10.5420","nn",18,6,nn,nn,nn
"10.2136","nn",184601,201514,nn,nn,nn
"10.14195","nn",691,121,nn,nn,nn
"10.14196","nn",16,2,nn,nn,nn
"10.14197","nn",32,-6,nn,nn,nn
"10.14198","nn",1189,220,nn,nn,nn
"10.1677","nn",134094,187781,nn,nn,nn
"10.1678","nn",1917,768,nn,nn,nn
"10.5365","nn",493,173,nn,nn,nn
"10.5366","nn",24,11,nn,nn,nn
"10.5367","[[SAGE Publications (ID 179)]]",13831,3744,[[open]],[["2167219,146411"]],[["true,true"]]
"10.5368","nn",35,11,nn,nn,nn
"10.5369","nn",499,27,nn,nn,nn
"10.5370","[[Informa UK Limited (ID 301)]]",5210,792,[[limited]],[["4299998,512670"]],[["true,true"]]
"10.21740","nn",1,0,nn,nn,nn
"10.21741","nn",29,10,nn,nn,nn
"10.21742","nn",49,5,nn,nn,nn
"10.1629","[[Ubiquity Press, Ltd. (ID 3285)]]",1195,174,[[open]],[["12833,3989"]],[["true,true"]]
"10.1630","[[SAGE Publications (ID 179)]]",152,62,[[open]],[["2167219,146411"]],[["true,true"]]
"10.1631","nn",20133,9603,nn,nn,nn
"10.1632","nn",4205,200,nn,nn,nn
"10.5959","nn",108,40,nn,nn,nn
"10.5960","nn",165,31,nn,nn,nn
"10.5961","nn",37,15,nn,nn,nn
"10.11156","nn",142,-4,nn,nn,nn
"10.11157","nn",347,31,nn,nn,nn
"10.11158","nn",1430,313,nn,nn,nn
"10.11159","nn",131,27,nn,nn,nn
"10.18398","nn",112,29,nn,nn,nn
"10.18399","nn",72,2,nn,nn,nn
"10.18400","nn",2,0,nn,nn,nn
"10.18401","nn",69,7,nn,nn,nn
"10.18402","nn",8,-1,nn,nn,nn
"10.18403","nn",0,0,nn,nn,nn
"10.18404","nn",72,5,nn,nn,nn
"10.18405","nn",38,-27,nn,nn,nn
"10.18406","nn",18,-1,nn,nn,nn
"10.18407","nn",7,1,nn,nn,nn
"10.18408","nn",21,0,nn,nn,nn
"10.18409","nn",55,29,nn,nn,nn
"10.18410","nn",81,34,nn,nn,nn
"10.18411","nn",6,12,nn,nn,nn
"10.1227","nn",158030,113325,nn,nn,nn
"10.21237","nn",7,0,nn,nn,nn
"10.21270","nn",1,0,nn,nn,nn
"10.21271","nn",1,0,nn,nn,nn
"10.13110","nn",381,91,nn,nn,nn
"10.13111","nn",112,56,nn,nn,nn
"10.13112","nn",7,0,nn,nn,nn
"10.13113","nn",6,1,nn,nn,nn
"10.13114","nn",67,-55,nn,nn,nn
"10.13115","nn",2,0,nn,nn,nn
"10.13156","nn",218,51,nn,nn,nn
"10.13157","nn",525,63,nn,nn,nn
"10.13158","nn",781,23,nn,nn,nn
"10.13159","nn",0,0,nn,nn,nn
"10.13160","nn",125,4,nn,nn,nn
"10.13161","nn",16,1,nn,nn,nn
"10.13162","nn",14,0,nn,nn,nn
"10.13163","nn",0,0,nn,nn,nn
"10.13164","nn",449,91,nn,nn,nn
"10.13165","nn",104,10,nn,nn,nn
"10.13166","nn",0,0,nn,nn,nn
"10.13167","nn",13,1,nn,nn,nn
"10.13168","nn",329,103,nn,nn,nn
"10.18412","nn",38,8,nn,nn,nn
"10.18413","nn",4,0,nn,nn,nn
"10.18414","nn",32,1,nn,nn,nn
"10.18415","nn",5,-1,nn,nn,nn
"10.18432","[[University of Alberta Libraries (ID 11723)]]",7,-1,[[limited]],[["11389,1507"]],[["true,false"]]
"10.18433","[[University of Alberta Libraries (ID 11723)]]",2950,2073,[[limited]],[["11389,1507"]],[["true,false"]]
"10.18435","[[University of Alberta Libraries (ID 11723)]]",13,3,[[limited]],[["11389,1507"]],[["true,false"]]
"10.18438","[[University of Alberta Libraries (ID 11723)]]",799,214,[[limited]],[["11389,1507"]],[["true,false"]]
"10.18466","nn",10,5,nn,nn,nn
"10.18468","nn",2,-1,nn,nn,nn
"10.18469","nn",5,0,nn,nn,nn
"10.18470","[[Institute of Applied Ecology (ID 7745)]]",7,0,[[open]],[["567,126"]],[["false,true"]]
"10.18471","nn",16,-3,nn,nn,nn
"10.18472","nn",8,2,nn,nn,nn
"10.18473","nn",258,17,nn,nn,nn
"10.18474","nn",1360,574,nn,nn,nn
"10.1148","nn",703297,494749,nn,nn,nn
"10.3950","nn",2423,826,nn,nn,nn
"10.21660","nn",106,-7,nn,nn,nn
"10.21661","nn",7,-1,nn,nn,nn
"10.14257","nn",6949,1004,nn,nn,nn
"10.20964","nn",1001,834,nn,nn,nn
"10.20965","nn",9571,2095,nn,nn,nn
"10.20966","nn",0,0,nn,nn,nn
"10.20967","nn",31,4,nn,nn,nn
"10.23919","[[Institute of Electrical and Electronics Engineers (IEEE) (ID 263)]]",4161,495,[[limited]],[["2966961,465591"]],[["true,true"]]
"10.7749","nn",32,4,nn,nn,nn
"10.7750","nn",47,13,nn,nn,nn
"10.7751","nn",1568,318,nn,nn,nn
"10.7752","nn",54,-6,nn,nn,nn
"10.7753","nn",175,13,nn,nn,nn
"10.7754","nn",1018,482,nn,nn,nn
"10.7755","nn",453,145,nn,nn,nn
"10.7756","nn",31,39,nn,nn,nn
"10.7757","nn",24,1,nn,nn,nn
"10.7758","nn",145,17,nn,nn,nn
"10.1680","[[Thomas Telford Ltd. (ID 735)]]",139218,71135,[[open]],[["55766,4148"]],[["true,true"]]
"10.21686","[[Plekhanov Russian University of Economics (PRUE) (ID 9145)]]",11,0,[[open]],[["499,481"]],[["false,true"]]
"10.21687","nn",1,0,nn,nn,nn
"10.21688","nn",7,4,nn,nn,nn
"10.21689","nn",2,0,nn,nn,nn
"10.6060","nn",870,368,nn,nn,nn
"10.6061","[[Fundacao Faculdade de Medicina (ID 4092)]]",3914,1526,[[open]],[["1066,288"]],[["false,true"]]
"10.6062","nn",63,3,nn,nn,nn
"10.6063","nn",219,42,nn,nn,nn
"10.6064","[[Hindawi Limited (ID 98)]]",748,238,[[open]],[["175742,39060"]],[["true,true"]]
"10.6065","nn",582,217,nn,nn,nn
"10.6066","nn",45,3,nn,nn,nn
"10.6087","nn",247,3,nn,nn,nn
"10.6088","nn",184,-48,nn,nn,nn
"10.6089","nn",578,279,nn,nn,nn
"10.6090","nn",2333,909,nn,nn,nn
"10.6106","nn",693,32,nn,nn,nn
"10.6107","nn",367,17,nn,nn,nn
"10.6108","nn",228,7,nn,nn,nn
"10.1137","nn",760878,400290,nn,nn,nn
"10.2503","nn",8387,7009,nn,nn,nn
"10.25030","nn",0,6,nn,nn,nn
"10.25031","nn",2,0,nn,nn,nn
"10.25032","nn",0,0,nn,nn,nn
"10.25033","nn",0,0,nn,nn,nn
"10.25034","nn",2,0,nn,nn,nn
"10.25035","nn",89,7,nn,nn,nn
"10.25036","nn",0,0,nn,nn,nn
"10.25037","nn",0,0,nn,nn,nn
"10.25038","nn",0,0,nn,nn,nn
"10.25039","nn",1,0,nn,nn,nn
"10.2504","nn",58,61,nn,nn,nn
"10.5659","nn",182,40,nn,nn,nn
"10.5660","nn",504,22,nn,nn,nn
"10.5661","[[Informa UK Limited (ID 301)]]",561,225,[[limited]],[["4299998,512670"]],[["true,true"]]
"10.5662","[[Baishideng Publishing Group Inc. (ID 2060)]]",399,172,[[open]],[["33201,4139"]],[["true,true"]]
"10.5663","nn",26,4,nn,nn,nn
"10.5664","nn",2219,668,nn,nn,nn
"10.5665","nn",11500,9380,nn,nn,nn
"10.5666","nn",504,86,nn,nn,nn
"10.5667","nn",35,20,nn,nn,nn
"10.5668","nn",368,16,nn,nn,nn
"10.5670","nn",15988,8650,nn,nn,nn
"10.5671","nn",58,4,nn,nn,nn
"10.5672","nn",40,1,nn,nn,nn
"10.5673","nn",9,4,nn,nn,nn
"10.5674","nn",176,54,nn,nn,nn
"10.5685","nn",98,20,nn,nn,nn
"10.5686","nn",42,13,nn,nn,nn
"10.5687","nn",1427,196,nn,nn,nn
"10.17719","nn",32,4,nn,nn,nn
"10.17720","nn",0,0,nn,nn,nn
"10.17721","[[Taras Shevchenko National University of Kyiv (ID 7257)]]",106,8,[[open]],[["1609,792"]],[["true,true"]]
"10.17722","nn",88,14,nn,nn,nn
"10.17723","nn",3271,275,nn,nn,nn
"10.17725","nn",3,2,nn,nn,nn
"10.17726","nn",0,0,nn,nn,nn
"10.17727","nn",4,0,nn,nn,nn
"10.17728","nn",6,1,nn,nn,nn
"10.17729","nn",11,-3,nn,nn,nn
"10.17730","nn",18804,4117,nn,nn,nn
"10.1373","nn",82844,58957,nn,nn,nn
"10.1375","[[Cambridge University Press (CUP) (ID 56)]]",25652,10165,[[open]],[["1440042,73551"]],[["true,true"]]
"10.1377","[[Health Affairs (Project Hope) (ID 102)]]",102241,34995,[[open]],[["8932,766"]],[["true,true"]]
"10.17732","nn",6,2,nn,nn,nn
"10.17735","nn",11,10,nn,nn,nn
"10.17736","nn",73,62,nn,nn,nn
"10.17737","nn",32,16,nn,nn,nn
"10.17738","nn",27,9,nn,nn,nn
"10.17740","nn",2,0,nn,nn,nn
"10.17741","nn",377,955,nn,nn,nn
"10.17742","nn",2,0,nn,nn,nn
"10.17743","nn",291,20,nn,nn,nn
"10.17744","nn",2671,251,nn,nn,nn
"10.17745","nn",0,0,nn,nn,nn
"10.17746","nn",18,8,nn,nn,nn
"10.17747","nn",4,0,nn,nn,nn
"10.17748","[[Historical and Social Educational Ideas (ID 7150)]]",8,1,[[open]],[["1432,439"]],[["false,true"]]
"10.17749","nn",16,-3,nn,nn,nn
"10.17750","nn",29,5,nn,nn,nn
"10.17751","nn",0,0,nn,nn,nn
"10.17752","nn",0,0,nn,nn,nn
"10.17753","nn",0,0,nn,nn,nn
"10.17754","nn",2,0,nn,nn,nn
"10.17755","nn",7,0,nn,nn,nn
"10.17756","nn",47,28,nn,nn,nn
"10.5035","nn",272,85,nn,nn,nn
"10.5036","nn",147,85,nn,nn,nn
"10.5037","nn",382,110,nn,nn,nn
"10.5038","nn",5800,2698,nn,nn,nn
"10.7591","nn",3693,42,nn,nn,nn
"10.1026","nn",21753,4060,nn,nn,nn
"10.1027","nn",50225,16722,nn,nn,nn
"10.17352","nn",120,50,nn,nn,nn
"10.17353","nn",8,3,nn,nn,nn
"10.17354","nn",0,0,nn,nn,nn
"10.17355","nn",2,0,nn,nn,nn
"10.17356","nn",34,1,nn,nn,nn
"10.17358","nn",2,1,nn,nn,nn
"10.17359","nn",1,0,nn,nn,nn
"10.17360","nn",0,0,nn,nn,nn
"10.17361","nn",0,0,nn,nn,nn
"10.17362","nn",1,0,nn,nn,nn
"10.17363","nn",0,0,nn,nn,nn
"10.17364","nn",1,0,nn,nn,nn
"10.17365","nn",0,0,nn,nn,nn
"10.17366","nn",2,2,nn,nn,nn
"10.17367","nn",0,0,nn,nn,nn
"10.17368","nn",1,1,nn,nn,nn
"10.17369","nn",1,0,nn,nn,nn
"10.17370","nn",0,0,nn,nn,nn
"10.17371","nn",3,1,nn,nn,nn
"10.17372","nn",1,1,nn,nn,nn
"10.17373","nn",0,0,nn,nn,nn
"10.17409","nn",0,0,nn,nn,nn
"10.17450","nn",0,0,nn,nn,nn
"10.17456","nn",0,0,nn,nn,nn
"10.17474","nn",0,1,nn,nn,nn
"10.17475","nn",9,1,nn,nn,nn
"10.17476","nn",2,0,nn,nn,nn
"10.17477","nn",238,83,nn,nn,nn
"10.17478","nn",9,4,nn,nn,nn
"10.17479","[[Korean Society of Acute Care Surgery (ID 7035)]]",5,2,[[open]],[["97,41"]],[["true,true"]]
"10.17480","nn",11,-1,nn,nn,nn
"10.17482","nn",19,-1,nn,nn,nn
"10.17483","nn",24,-15,nn,nn,nn
"10.17484","nn",1,0,nn,nn,nn
"10.17485","nn",2444,389,nn,nn,nn
"10.4467","nn",14,2,nn,nn,nn
"10.4468","nn",768,-270,nn,nn,nn
"10.4489","nn",2678,559,nn,nn,nn
"10.4490","nn",2260,674,nn,nn,nn
"10.4491","nn",1723,892,nn,nn,nn
"10.4992","nn",4152,1859,nn,nn,nn
"10.15212","[[Compuscript, Ltd. (ID 5858)]]",58,11,[[open]],[["269,175"]],[["true,false"]]
"10.15213","nn",3,0,nn,nn,nn
"10.15214","nn",2,3,nn,nn,nn
"10.15215","nn",56,-9,nn,nn,nn
"10.15216","nn",4,0,nn,nn,nn
"10.15217","nn",18,8,nn,nn,nn
"10.15218","nn",20,4,nn,nn,nn
"10.15219","nn",13,2,nn,nn,nn
"10.1522","nn",1689,76,nn,nn,nn
"10.7567","nn",43634,21851,nn,nn,nn
"10.21037","nn",6425,2533,nn,nn,nn
"10.21038","nn",58,3,nn,nn,nn
"10.21039","nn",2,-1,nn,nn,nn
"10.2104","nn",857,29,nn,nn,nn
"10.21040","nn",3,-1,nn,nn,nn
"10.21041","nn",17,7,nn,nn,nn
"10.21042","nn",299,66,nn,nn,nn
"10.21043","nn",2,0,nn,nn,nn
"10.4109","nn",90,35,nn,nn,nn
"10.4110","nn",2184,882,nn,nn,nn
"10.4111","nn",4989,2065,nn,nn,nn
"10.4112","nn",0,0,nn,nn,nn
"10.4113","[[Informa UK Limited (ID 301)]]",914,458,[[limited]],[["4299998,512670"]],[["true,true"]]
"10.4114","nn",122,17,nn,nn,nn
"10.4115","nn",34,4,nn,nn,nn
"10.4116","nn",2563,2669,nn,nn,nn
"10.4127","nn",107,10,nn,nn,nn
"10.4128","nn",211,0,nn,nn,nn
"10.4129","nn",212,54,nn,nn,nn
"10.4130","nn",485,98,nn,nn,nn
"10.4131","nn",1260,657,nn,nn,nn
"10.4132","nn",2003,490,nn,nn,nn
"10.4133","[[Society of Exploration Geophysicists (ID 186)]]",2332,835,[[open]],[["53284,5993"]],[["true,true"]]
"10.9754","nn",48,5,nn,nn,nn
"10.9755","nn",1568,251,nn,nn,nn
"10.9756","nn",133,30,nn,nn,nn
"10.9757","nn",2,0,nn,nn,nn
"10.9758","[[Korean College of Neuropsychopharmacology (ID 4713)]]",1137,508,[[open]],[["234,158"]],[["true,true"]]
"10.9759","nn",16,6,nn,nn,nn
"10.9760","nn",228,-9,nn,nn,nn
"10.9761","nn",23,7,nn,nn,nn
"10.9763","nn",26,4,nn,nn,nn
"10.9764","nn",0,0,nn,nn,nn
"10.9765","nn",404,25,nn,nn,nn
"10.9766","nn",132,7,nn,nn,nn
"10.9767","nn",236,193,nn,nn,nn
"10.9768","nn",42,15,nn,nn,nn
"10.9769","nn",53,42,nn,nn,nn
"10.2141","nn",3873,1499,nn,nn,nn
"10.2142","nn",861,472,nn,nn,nn
"10.2969","nn",8709,9286,nn,nn,nn
"10.2970","nn",0,0,nn,nn,nn
"10.2971","nn",1780,1357,nn,nn,nn
"10.2972","nn",581,138,nn,nn,nn
"10.2973","nn",8877,7249,nn,nn,nn
"10.29031","nn",0,0,nn,nn,nn
"10.29032","nn",0,0,nn,nn,nn
"10.29033","nn",0,0,nn,nn,nn
"10.29035","nn",0,0,nn,nn,nn
"10.29036","nn",0,0,nn,nn,nn
"10.29037","nn",25,10,nn,nn,nn
"10.29038","nn",1,0,nn,nn,nn
"10.29039","[[RIOR Publishing Center (ID 11574)]]",0,0,[[open]],[["579,324"]],[["true,true"]]
"10.29040","nn",0,0,nn,nn,nn
"10.29041","nn",0,1,nn,nn,nn
"10.29042","nn",0,0,nn,nn,nn
"10.29043","nn",17,1,nn,nn,nn
"10.29044","nn",3,0,nn,nn,nn
"10.29045","nn",4,1,nn,nn,nn
"10.29046","nn",12,5,nn,nn,nn
"10.29047","nn",8,14,nn,nn,nn
"10.29048","nn",0,0,nn,nn,nn
"10.29049","nn",71,0,nn,nn,nn
"10.29050","nn",1,1,nn,nn,nn
"10.29051","nn",0,0,nn,nn,nn
"10.29052","nn",2,0,nn,nn,nn
"10.29053","nn",0,0,nn,nn,nn
"10.29054","nn",0,0,nn,nn,nn
"10.29055","nn",0,0,nn,nn,nn
"10.29056","nn",1,0,nn,nn,nn
"10.29057","nn",0,0,nn,nn,nn
"10.29058","nn",0,0,nn,nn,nn
"10.29059","nn",10,1,nn,nn,nn
"10.29060","nn",8,0,nn,nn,nn
"10.29061","nn",0,0,nn,nn,nn
"10.29062","nn",0,0,nn,nn,nn
"10.29063","nn",45,-28,nn,nn,nn
"10.29064","nn",0,0,nn,nn,nn
"10.29065","nn",0,0,nn,nn,nn
"10.29066","nn",0,0,nn,nn,nn
"10.29067","nn",0,0,nn,nn,nn
"10.29069","nn",1,0,nn,nn,nn
"10.29070","nn",0,0,nn,nn,nn
"10.29072","nn",0,0,nn,nn,nn
"10.29073","nn",0,0,nn,nn,nn
"10.29075","nn",0,0,nn,nn,nn
"10.18338","nn",6,0,nn,nn,nn
"10.18341","nn",10,1,nn,nn,nn
"10.18343","nn",10,1,nn,nn,nn
"10.18344","nn",1,0,nn,nn,nn
"10.18345","nn",0,0,nn,nn,nn
"10.18347","nn",0,0,nn,nn,nn
"10.18348","nn",9,3,nn,nn,nn
"10.18349","nn",0,0,nn,nn,nn
"10.18350","nn",0,0,nn,nn,nn
"10.18351","nn",5,0,nn,nn,nn
"10.7210","nn",8516,476,nn,nn,nn
"10.7211","nn",1810,87,nn,nn,nn
"10.7212","nn",29,7,nn,nn,nn
"10.7213","nn",359,-14,nn,nn,nn
"10.7214","nn",13,1,nn,nn,nn
"10.7215","nn",421,-98,nn,nn,nn
"10.7216","nn",44,2,nn,nn,nn
"10.7218","nn",5,0,nn,nn,nn
"10.3918","nn",268,41,nn,nn,nn
"10.24930","nn",5,-1,nn,nn,nn
"10.24931","[[Russian Photodynamic Association (ID 10558)]]",7,0,[[open]],[["37,57"]],[["false,true"]]
"10.24933","nn",3,0,nn,nn,nn
"10.24934","nn",0,0,nn,nn,nn
"10.24936","nn",0,0,nn,nn,nn
"10.24937","nn",2,0,nn,nn,nn
"10.24938","nn",0,0,nn,nn,nn
"10.24939","nn",0,0,nn,nn,nn
"10.2494","nn",7544,4620,nn,nn,nn
"10.24940","nn",1,0,nn,nn,nn
"10.24941","nn",0,0,nn,nn,nn
"10.24943","nn",3,0,nn,nn,nn
"10.24944","nn",0,0,nn,nn,nn
"10.24945","nn",8,0,nn,nn,nn
"10.24946","nn",0,0,nn,nn,nn
"10.24947","nn",10,5,nn,nn,nn
"10.24948","nn",4,1,nn,nn,nn
"10.24904","nn",0,1,nn,nn,nn
"10.24905","nn",6,-2,nn,nn,nn
"10.24906","nn",0,0,nn,nn,nn
"10.24908","nn",195,13,nn,nn,nn
"10.24909","nn",10,6,nn,nn,nn
"10.2491","nn",642,373,nn,nn,nn
"10.24910","nn",16,10,nn,nn,nn
"10.24911","nn",9,2,nn,nn,nn
"10.24912","nn",0,0,nn,nn,nn
"10.24913","nn",0,0,nn,nn,nn
"10.24914","nn",0,0,nn,nn,nn
"10.24915","nn",0,0,nn,nn,nn
"10.24916","nn",52,18,nn,nn,nn
"10.24917","nn",0,0,nn,nn,nn
"10.24918","nn",9,6,nn,nn,nn
"10.24919","nn",0,0,nn,nn,nn
"10.2492","nn",382,140,nn,nn,nn
"10.4237","nn",62,-14,nn,nn,nn
"10.4238","nn",15436,4592,nn,nn,nn
"10.16930","nn",5,0,nn,nn,nn
"10.16931","[[Annals of Surgical Hepatology (ID 6775)]]",4,-1,[[open]],[["14,184"]],[["false,true"]]
"10.16933","nn",32,3,nn,nn,nn
"10.16934","nn",3,1,nn,nn,nn
"10.16935","nn",38,2,nn,nn,nn
"10.16936","nn",0,0,nn,nn,nn
"10.16937","nn",17,3,nn,nn,nn
"10.16938","nn",4,0,nn,nn,nn
"10.16939","nn",0,0,nn,nn,nn
"10.16940","nn",0,0,nn,nn,nn
"10.16942","nn",0,0,nn,nn,nn
"10.16943","nn",231,110,nn,nn,nn
"10.16945","nn",0,0,nn,nn,nn
"10.16946","nn",22,4,nn,nn,nn
"10.16947","nn",2,0,nn,nn,nn
"10.16948","nn",3,0,nn,nn,nn
"10.16949","nn",14,1,nn,nn,nn
"10.16950","nn",0,0,nn,nn,nn
"10.16952","nn",32,2,nn,nn,nn
"10.16953","nn",3,0,nn,nn,nn
"10.16954","nn",0,0,nn,nn,nn
"10.16955","nn",0,0,nn,nn,nn
"10.16956","[[Korean Association of Thyroid and Endocrine Surgeons (ID 6747)]]",48,24,[[open]],[["470,52"]],[["true,true"]]
"10.16957","nn",0,0,nn,nn,nn
"10.16958","nn",41,3,nn,nn,nn
"10.16959","nn",0,1,nn,nn,nn
"10.16960","nn",27,14,nn,nn,nn
"10.16962","nn",1,1,nn,nn,nn
"10.16963","nn",0,0,nn,nn,nn
"10.16965","nn",101,29,nn,nn,nn
"10.16966","nn",90,2,nn,nn,nn
"10.16967","nn",1,0,nn,nn,nn
"10.16968","nn",8,3,nn,nn,nn
"10.16969","nn",4,0,nn,nn,nn
"10.16970","nn",27,8,nn,nn,nn
"10.16971","nn",0,0,nn,nn,nn
"10.16972","nn",133,23,nn,nn,nn
"10.16973","nn",0,0,nn,nn,nn
"10.2105","nn",335570,187967,nn,nn,nn
"10.15613","nn",4,0,nn,nn,nn
"10.15614","nn",0,0,nn,nn,nn
"10.15616","[[The Korean Society for Biomedical Laboratory Sciences (ID 6248)]]",91,3,[[open]],[["81,97"]],[["true,true"]]
"10.15617","nn",5,0,nn,nn,nn
"10.15618","nn",0,0,nn,nn,nn
"10.15619","nn",6,2,nn,nn,nn
"10.1562","nn",19717,18975,nn,nn,nn
"10.15620","nn",376,25,nn,nn,nn
"10.15621","nn",23,7,nn,nn,nn
"10.15622","nn",135,10,nn,nn,nn
"10.15623","nn",1166,551,nn,nn,nn
"10.2506","nn",10,3,nn,nn,nn
"10.25060","nn",1,1,nn,nn,nn
"10.25061","nn",2,0,nn,nn,nn
"10.25062","nn",0,0,nn,nn,nn
"10.25063","nn",0,0,nn,nn,nn
"10.25065","nn",0,0,nn,nn,nn
"10.25066","nn",2,0,nn,nn,nn
"10.25067","nn",0,0,nn,nn,nn
"10.25068","nn",0,0,nn,nn,nn
"10.25069","nn",0,0,nn,nn,nn
"10.2507","nn",789,271,nn,nn,nn
"10.25071","nn",1,0,nn,nn,nn
"10.25072","nn",0,0,nn,nn,nn
"10.25073","nn",2,-1,nn,nn,nn
"10.25074","nn",1,-1,nn,nn,nn
"10.25075","nn",0,0,nn,nn,nn
"10.25076","nn",0,0,nn,nn,nn
"10.25077","nn",12,2,nn,nn,nn
"10.25078","nn",0,0,nn,nn,nn
"10.25079","nn",0,0,nn,nn,nn
"10.3847","nn",71126,5338,nn,nn,nn
"10.4038","nn",2564,530,nn,nn,nn
"10.4039","[[Cambridge University Press (CUP) (ID 56)]]",45479,29051,[[open]],[["1440042,73551"]],[["true,true"]]
"10.12784","nn",27,48,nn,nn,nn
"10.12785","nn",2672,719,nn,nn,nn
"10.12786","nn",93,7,nn,nn,nn
"10.12787","nn",2,0,nn,nn,nn
"10.12788","nn",1178,360,nn,nn,nn
"10.12789","nn",127,122,nn,nn,nn
"10.12790","nn",25,5,nn,nn,nn
"10.12791","nn",141,6,nn,nn,nn
"10.12792","nn",104,5,nn,nn,nn
"10.12793","nn",52,8,nn,nn,nn
"10.12794","nn",0,0,nn,nn,nn
"10.12795","nn",243,55,nn,nn,nn
"10.12796","nn",2,0,nn,nn,nn
"10.12797","nn",20,1,nn,nn,nn
"10.12799","nn",860,29,nn,nn,nn
"10.7571","nn",18,3,nn,nn,nn
"10.7572","nn",27,0,nn,nn,nn
"10.7573","nn",238,52,nn,nn,nn
"10.7574","nn",90,-1,nn,nn,nn
"10.7575","nn",322,-36,nn,nn,nn
"10.7577","nn",1055,98,nn,nn,nn
"10.7578","nn",0,0,nn,nn,nn
"10.7580","nn",138,15,nn,nn,nn
"10.7581","nn",236,4,nn,nn,nn
"10.7582","nn",54,3,nn,nn,nn
"10.7583","nn",189,2,nn,nn,nn
"10.7584","nn",151,8,nn,nn,nn
"10.7585","nn",411,26,nn,nn,nn
"10.7586","nn",236,6,nn,nn,nn
"10.7587","nn",120,2,nn,nn,nn
"10.7588","nn",29,-5,nn,nn,nn
"10.3233","[[IOS Press (ID 7437)]]",68720,33806,[[open]],[["32383,11470"]],[["true,true"]]
"10.32330","[[Nusha (ID 17367)]]",0,0,[[open]],[["0,21"]],[["false,true"]]
"10.32334","nn",0,0,nn,nn,nn
"10.32341","nn",0,0,nn,nn,nn
"10.32350","[[University of Management and Technology (ID 11688)]]",0,0,[[open]],[["124,145"]],[["false,true"]]
"10.32351","nn",0,0,nn,nn,nn
"10.32355","nn",0,0,nn,nn,nn
"10.32360","nn",0,0,nn,nn,nn
"10.32361","nn",0,0,nn,nn,nn
"10.32366","nn",0,0,nn,nn,nn
"10.32370","nn",0,0,nn,nn,nn
"10.32378","nn",0,0,nn,nn,nn
"10.32379","nn",0,0,nn,nn,nn
"10.3238","nn",1296,-982,nn,nn,nn
"10.32382","nn",0,0,nn,nn,nn
"10.32387","nn",1,0,nn,nn,nn
"10.32390","[[The Korean Society of Mineral and Energy Resources Engineers (ID 17381)]]",0,0,[[open]],[["282,124"]],[["true,true"]]
"10.32391","nn",0,0,nn,nn,nn
"10.32400","nn",0,0,nn,nn,nn
"10.25336","[[University of Alberta Libraries (ID 11723)]]",311,298,[[open]],[["11389,1507"]],[["true,false"]]
"10.2534","nn",2013,1600,nn,nn,nn
"10.3414","[[Georg Thieme Verlag KG (ID 194)]]",3075,651,[[open]],[["754732,75243"]],[["true,true"]]
"10.3415","[[Georg Thieme Verlag KG (ID 194)]]",2271,360,[[open]],[["754732,75243"]],[["true,true"]]
"10.3417","nn",3737,1031,nn,nn,nn
"10.3418","nn",167,37,nn,nn,nn
"10.3719","nn",1090,136,nn,nn,nn
"10.3720","nn",1061,575,nn,nn,nn
"10.3721","nn",251,94,nn,nn,nn
"10.3722","nn",953,421,nn,nn,nn
"10.21315","nn",106,38,nn,nn,nn
"10.21316","nn",0,0,nn,nn,nn
"10.21317","nn",0,0,nn,nn,nn
